modname:biomesoplenty

texture:id=txt0012,filename=assets/biomesoplenty/textures/block/jacaranda_door_top.png,xcount=1,ycount=1
texture:id=txt0133,filename=assets/biomesoplenty/textures/block/white_cherry_sapling.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/biomesoplenty/textures/block/jacaranda_door_bottom.png,xcount=1,ycount=1
texture:id=txt0099,filename=assets/biomesoplenty/textures/block/stripped_mahogany_log.png,xcount=1,ycount=1
texture:id=txt0132,filename=assets/biomesoplenty/textures/block/magic_trapdoor.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/biomesoplenty/textures/block/redwood_door_top.png,xcount=1,ycount=1
texture:id=txt0135,filename=assets/biomesoplenty/textures/block/mud.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/biomesoplenty/textures/block/redwood_door_bottom.png,xcount=1,ycount=1
texture:id=txt0134,filename=assets/biomesoplenty/textures/block/mud_bricks.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/biomesoplenty/textures/block/toadstool_block.png,xcount=1,ycount=1
texture:id=txt0137,filename=assets/biomesoplenty/textures/block/magic_log_top.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/biomesoplenty/textures/block/fir_planks.png,xcount=1,ycount=1
texture:id=txt0136,filename=assets/biomesoplenty/textures/block/origin_sapling.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/biomesoplenty/textures/block/mahogany_door_bottom.png,xcount=1,ycount=1
texture:id=txt0139,filename=assets/biomesoplenty/textures/block/willow_log_top.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/minecraft/textures/block/mushroom_block_inside.png,xcount=1,ycount=1
texture:id=txt0138,filename=assets/biomesoplenty/textures/block/willow_log.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/biomesoplenty/textures/block/mahogany_door_top.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/biomesoplenty/textures/block/sprout.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/biomesoplenty/textures/block/reed_bottom.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/biomesoplenty/textures/block/reed_top.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/biomesoplenty/textures/block/fir_log.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/biomesoplenty/textures/block/cut_white_sandstone.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/biomesoplenty/textures/block/glowshroom_block.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/biomesoplenty/textures/block/fir_log_top.png,xcount=1,ycount=1
texture:id=txt0010,filename=assets/biomesoplenty/textures/block/mahogany_planks.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/biomesoplenty/textures/block/dead_door_top.png,xcount=1,ycount=1
texture:id=txt0131,filename=assets/biomesoplenty/textures/block/pink_cherry_sapling.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/biomesoplenty/textures/block/dead_door_bottom.png,xcount=1,ycount=1
texture:id=txt0130,filename=assets/biomesoplenty/textures/block/mahogany_leaves.png,xcount=1,ycount=1
texture:id=txt0023,filename=assets/biomesoplenty/textures/block/hellbark_sapling.png,xcount=1,ycount=1
texture:id=txt0144,filename=assets/biomesoplenty/textures/block/cherry_trapdoor.png,xcount=1,ycount=1
texture:id=txt0022,filename=assets/biomesoplenty/textures/block/fir_leaves.png,xcount=1,ycount=1
texture:id=txt0143,filename=assets/biomesoplenty/textures/block/flowering_oak_leaves.png,xcount=1,ycount=1
texture:id=txt0025,filename=assets/biomesoplenty/textures/block/lavender.png,xcount=1,ycount=1
texture:id=txt0146,filename=assets/biomesoplenty/textures/block/tall_wheat_top.png,xcount=1,ycount=1
texture:id=txt0024,filename=assets/biomesoplenty/textures/block/white_cherry_leaves.png,xcount=1,ycount=1
texture:id=txt0145,filename=assets/biomesoplenty/textures/block/redwood_sapling.png,xcount=1,ycount=1
texture:id=txt0027,filename=assets/biomesoplenty/textures/block/palm_sapling.png,xcount=1,ycount=1
texture:id=txt0148,filename=assets/biomesoplenty/textures/block/jacaranda_leaves.png,xcount=1,ycount=1
texture:id=txt0026,filename=assets/biomesoplenty/textures/block/wildflower.png,xcount=1,ycount=1
texture:id=txt0147,filename=assets/biomesoplenty/textures/block/tall_wheat_bottom.png,xcount=1,ycount=1
texture:id=txt0029,filename=assets/biomesoplenty/textures/block/redwood_planks.png,xcount=1,ycount=1
texture:id=txt0028,filename=assets/biomesoplenty/textures/block/pink_hibiscus.png,xcount=1,ycount=1
texture:id=txt0149,filename=assets/biomesoplenty/textures/block/hellbark_door_bottom.png,xcount=1,ycount=1
texture:id=txt0140,filename=assets/biomesoplenty/textures/block/mahogany_sapling.png,xcount=1,ycount=1
texture:id=txt0021,filename=assets/biomesoplenty/textures/block/white_sandstone_top.png,xcount=1,ycount=1
texture:id=txt0142,filename=assets/biomesoplenty/textures/block/flowering_oak_leaves_overlay.png,xcount=1,ycount=1
texture:id=txt0020,filename=assets/biomesoplenty/textures/block/palm_planks.png,xcount=1,ycount=1
texture:id=txt0141,filename=assets/biomesoplenty/textures/block/jacaranda_sapling.png,xcount=1,ycount=1
