modname:rustic

texture:id=txt0012,filename=assets/rustic/textures/blocks/fluids/ale_wort_flow.png,xcount=1,ycount=1
texture:id=txt0133,filename=assets/rustic/textures/blocks/wildberry_bush_leaves.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/rustic/textures/blocks/fluids/ale_wort_still.png,xcount=1,ycount=1
texture:id=txt0099,filename=assets/minecraft/textures/blocks/farmland_wet.png,xcount=1,ycount=1
texture:id=txt0132,filename=assets/rustic/textures/blocks/chili_crop_3.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/rustic/textures/blocks/fluids/honey_flow.png,xcount=1,ycount=1
texture:id=txt0135,filename=assets/rustic/textures/blocks/rope.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/rustic/textures/blocks/fluids/honey_still.png,xcount=1,ycount=1
texture:id=txt0134,filename=assets/rustic/textures/blocks/rope_horizontal.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/rustic/textures/blocks/pillar_stone_top.png,xcount=1,ycount=1
texture:id=txt0137,filename=assets/rustic/textures/blocks/grape_stem_0.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/rustic/textures/blocks/pillar_stone_side.png,xcount=1,ycount=1
texture:id=txt0136,filename=assets/rustic/textures/blocks/rope_knot.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/minecraft/textures/blocks/stone_andesite_smooth.png,xcount=1,ycount=1
texture:id=txt0139,filename=assets/rustic/textures/blocks/grape_stem_2.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/rustic/textures/blocks/pillar_andesite_side.png,xcount=1,ycount=1
texture:id=txt0138,filename=assets/rustic/textures/blocks/grape_stem_1.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/rustic/textures/blocks/pillar_diorite_side.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/rustic/textures/blocks/painted_wood_blue.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/rustic/textures/blocks/painted_wood_green.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/rustic/textures/blocks/painted_wood_brown.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/rustic/textures/blocks/painted_wood_black.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/rustic/textures/blocks/painted_wood_red.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/rustic/textures/blocks/gargoyle.png,xcount=1,ycount=1
