modname:iceandfire

texture:id=txt0001,filename=assets/iceandfire/textures/block/chared_gravel.png,xcount=1,ycount=1
texture:id=txt0002,filename=assets/iceandfire/textures/block/frozen_dirt.png,xcount=1,ycount=1
texture:id=txt0003,filename=assets/iceandfire/textures/block/frozen_grass_side.png,xcount=1,ycount=1
texture:id=txt0004,filename=assets/iceandfire/textures/block/frozen_grass_top.png,xcount=1,ycount=1
texture:id=txt0005,filename=assets/iceandfire/textures/block/crackled_dirt.png,xcount=1,ycount=1
texture:id=txt0006,filename=assets/iceandfire/textures/block/crackled_grass_side.png,xcount=1,ycount=1
texture:id=txt0007,filename=assets/iceandfire/textures/block/crackled_grass_top.png,xcount=1,ycount=1
texture:id=txt0008,filename=assets/iceandfire/textures/block/dread_stone_bricks_chiseled.png,xcount=1,ycount=1
texture:id=txt0009,filename=assets/iceandfire/textures/block/burnt_torch.png,xcount=1,ycount=1
texture:id=txt0010,filename=assets/iceandfire/textures/block/jar_bottom.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/iceandfire/textures/block/jar_side.png,xcount=1,ycount=1
texture:id=txt0012,filename=assets/minecraft/textures/block/oak_planks.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/iceandfire/textures/block/dragonforge_lightning_core.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/iceandfire/textures/block/dread_stone_bricks_mossy.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/iceandfire/textures/block/sapphire_ore.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/iceandfire/textures/block/dragonforge_ice_input_active.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/iceandfire/textures/block/dragonforge_ice_input.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/iceandfire/textures/block/desert_myrmex_resin.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/iceandfire/textures/block/dragonforge_fire_core.png,xcount=1,ycount=1
texture:id=txt0020,filename=assets/iceandfire/textures/block/amythest_block.png,xcount=1,ycount=1
texture:id=txt0021,filename=assets/iceandfire/textures/block/crackled_cobblestone.png,xcount=1,ycount=1
texture:id=txt0022,filename=assets/iceandfire/textures/block/chared_stone.png,xcount=1,ycount=1
texture:id=txt0023,filename=assets/iceandfire/textures/block/dragon_bone_block_side.png,xcount=1,ycount=1
texture:id=txt0024,filename=assets/iceandfire/textures/block/dragon_bone_block.png,xcount=1,ycount=1
texture:id=txt0025,filename=assets/iceandfire/textures/block/amythest_ore.png,xcount=1,ycount=1
texture:id=txt0026,filename=assets/iceandfire/textures/block/frozen_grass_path_side.png,xcount=1,ycount=1
texture:id=txt0027,filename=assets/iceandfire/textures/block/frozen_grass_path_top.png,xcount=1,ycount=1
texture:id=txt0028,filename=assets/iceandfire/textures/block/dreadwood_log.png,xcount=1,ycount=1
texture:id=txt0029,filename=assets/iceandfire/textures/block/dreadwood_log_top.png,xcount=1,ycount=1
texture:id=txt0030,filename=assets/iceandfire/textures/block/dragonforge_lightning_core_disabled.png,xcount=1,ycount=1
