modname:natura

texture:id=txt0099,filename=assets/natura/textures/blocks/doors/silverbell/silverbell_door_top.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/natura/textures/blocks/grass/grass.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/natura/textures/blocks/saplings/overworld/silverbell_sapling.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/natura/textures/blocks/saplings/overworld/maple_sapling.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/natura/textures/blocks/saplings/overworld/tiger_sapling.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/natura/textures/blocks/saplings/overworld/amaranth_sapling.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/natura/textures/blocks/soil/tainted_farmland_heated.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/natura/textures/blocks/soil/tainted_soil.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/natura/textures/blocks/doors/silverbell/silverbell_door_bottom.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/natura/textures/blocks/soil/tainted_farmland_dry.png,xcount=1,ycount=1
texture:id=txt0201,filename=assets/natura/textures/blocks/doors/maple/maple_door_top.png,xcount=1,ycount=1
texture:id=txt0200,filename=assets/natura/textures/blocks/doors/maple/maple_door_bottom.png,xcount=1,ycount=1
texture:id=txt0203,filename=assets/natura/textures/blocks/saplings/overworld/sakura_sapling.png,xcount=1,ycount=1
texture:id=txt0202,filename=assets/natura/textures/blocks/saplings/overworld/willow_sapling.png,xcount=1,ycount=1
texture:id=txt0205,filename=assets/natura/textures/blocks/saplings/overworld/hopseed_sapling.png,xcount=1,ycount=1
texture:id=txt0204,filename=assets/natura/textures/blocks/saplings/overworld/eucalyptus_sapling.png,xcount=1,ycount=1
texture:id=txt0207,filename=assets/natura/textures/blocks/berrybush/overworld/blackberry.png,xcount=1,ycount=1
texture:id=txt0206,filename=assets/natura/textures/blocks/saplings/nether/bloodwood_sapling.png,xcount=1,ycount=1
texture:id=txt0209,filename=assets/natura/textures/blocks/trap_door/nether/ghostwood_trap_door.png,xcount=1,ycount=1
texture:id=txt0208,filename=assets/natura/textures/blocks/berrybush/overworld/blackberry_ripe.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/natura/textures/blocks/workbenches/overworld/redwood_workbench_side.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/natura/textures/blocks/leaves/nether/fusewood_leaves.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/natura/textures/blocks/workbenches/overworld/redwood_workbench_face.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/natura/textures/blocks/trap_door/nether/bloodwood_trap_door.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/natura/textures/blocks/workbenches/overworld/eucalyptus_workbench_face.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/natura/textures/blocks/leaves/nether/ghostwood_leaves.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/natura/textures/blocks/workbenches/overworld/eucalyptus_workbench_top.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/natura/textures/blocks/leaves/nether/bloodwood_leaves.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/natura/textures/blocks/workbenches/overworld/eucalyptus_workbench_side.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/natura/textures/blocks/workbenches/overworld/silverbell_workbench_top.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/natura/textures/blocks/lever/nether_lever.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/natura/textures/blocks/rail/blaze_rail_activator_powered.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/natura/textures/blocks/planks/overworld/silverbell_planks.png,xcount=1,ycount=1
texture:id=txt0173,filename=assets/natura/textures/blocks/doors/redwood/bark/redwood_bark_door_top.png,xcount=1,ycount=1
texture:id=txt0051,filename=assets/natura/textures/blocks/workbenches/overworld/silverbell_workbench_face.png,xcount=1,ycount=1
texture:id=txt0172,filename=assets/natura/textures/blocks/doors/redwood/bark/redwood_bark_door_bottom.png,xcount=1,ycount=1
texture:id=txt0054,filename=assets/natura/textures/blocks/workbenches/overworld/redwood_workbench_top.png,xcount=1,ycount=1
texture:id=txt0175,filename=assets/natura/textures/blocks/rail/blaze_rail_detector_powered.png,xcount=1,ycount=1
texture:id=txt0053,filename=assets/natura/textures/blocks/workbenches/overworld/silverbell_workbench_side.png,xcount=1,ycount=1
texture:id=txt0174,filename=assets/natura/textures/blocks/rail/blaze_rail_detector.png,xcount=1,ycount=1
texture:id=txt0067,filename=assets/natura/textures/blocks/flower/bluebells_flowers.png,xcount=1,ycount=1
texture:id=txt0188,filename=assets/natura/textures/blocks/doors/sakura/sakura_door_bottom.png,xcount=1,ycount=1
texture:id=txt0066,filename=assets/natura/textures/blocks/workbenches/overworld/sakura_workbench_side.png,xcount=1,ycount=1
texture:id=txt0187,filename=assets/natura/textures/blocks/leaves/overworld/silverbell_leaves.png,xcount=1,ycount=1
texture:id=txt0069,filename=assets/natura/textures/blocks/berrybush/nether/stingberry_ripe.png,xcount=1,ycount=1
