modname:quark

texture:id=txt0099,filename=assets/quark/textures/blocks/stained_clay_tiles_lime.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/quark/textures/blocks/stained_planks_green.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/quark/textures/blocks/stained_planks_black.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/quark/textures/blocks/stained_planks_red.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/quark/textures/blocks/stained_clay_tiles_white.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/quark/textures/blocks/hardened_clay_tiles.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/quark/textures/blocks/stained_clay_tiles_magenta.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/quark/textures/blocks/stained_clay_tiles_orange.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/quark/textures/blocks/stained_clay_tiles_yellow.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/quark/textures/blocks/stained_clay_tiles_light_blue.png,xcount=1,ycount=1
texture:id=txt0201,filename=assets/quark/textures/blocks/randomizer_off.png,xcount=1,ycount=1
texture:id=txt0200,filename=assets/minecraft/textures/blocks/redstone_torch_off.png,xcount=1,ycount=1
texture:id=txt0203,filename=assets/minecraft/textures/blocks/iron_block.png,xcount=1,ycount=1
texture:id=txt0202,filename=assets/quark/textures/blocks/randomizer_on_right.png,xcount=1,ycount=1
texture:id=txt0205,filename=assets/quark/textures/blocks/ender_watcher_on.png,xcount=1,ycount=1
texture:id=txt0204,filename=assets/minecraft/textures/blocks/gold_block.png,xcount=1,ycount=1
texture:id=txt0207,filename=assets/quark/textures/blocks/iron_rod.png,xcount=1,ycount=1
texture:id=txt0206,filename=assets/quark/textures/blocks/ender_watcher.png,xcount=1,ycount=1
texture:id=txt0209,filename=assets/quark/textures/blocks/slime_blue.png,xcount=1,ycount=1
texture:id=txt0208,filename=assets/quark/textures/blocks/slime_red.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/quark/textures/blocks/glowshroom_block_skin_blue.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/quark/textures/blocks/polished_netherrack_bricks.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/quark/textures/blocks/glowshroom_block_inside.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/quark/textures/blocks/polished_netherrack.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/quark/textures/blocks/smoker.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/quark/textures/blocks/wool_quilted_orange.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/quark/textures/blocks/glowshroom_block_skin_stem.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/quark/textures/blocks/wool_quilted_white.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/minecraft/textures/blocks/sandstone_top.png,xcount=1,ycount=1
texture:id=txt0290,filename=assets/minecraft/textures/blocks/redstone_dust_line0.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/quark/textures/blocks/elder_sea_lantern.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/quark/textures/blocks/soul_sandstone_carved.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/quark/textures/blocks/soul_sandstone_side.png,xcount=1,ycount=1
texture:id=txt0291,filename=assets/minecraft/textures/blocks/redstone_dust_line1.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/quark/textures/blocks/glowcelium_top.png,xcount=1,ycount=1
texture:id=txt0173,filename=assets/minecraft/textures/blocks/grass_top.png,xcount=1,ycount=1
texture:id=txt0051,filename=assets/minecraft/textures/blocks/dirt.png,xcount=1,ycount=1
texture:id=txt0172,filename=assets/quark/textures/blocks/soul_sandstone_smooth.png,xcount=1,ycount=1
texture:id=txt0054,filename=assets/quark/textures/blocks/glowshroom_blue.png,xcount=1,ycount=1
texture:id=txt0175,filename=assets/quark/textures/blocks/framed_glass_pane_top.png,xcount=1,ycount=1
texture:id=txt0053,filename=assets/quark/textures/blocks/glowcelium_side.png,xcount=1,ycount=1
texture:id=txt0174,filename=assets/quark/textures/blocks/framed_glass.png,xcount=1,ycount=1
