modname:undergroundbiomes

texture:id=txt0099,filename=assets/undergroundbiomes/textures/blocks/greenschist_sand.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/undergroundbiomes/textures/blocks/gabbro_sand.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/undergroundbiomes/textures/blocks/komatiite_sand.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/undergroundbiomes/textures/blocks/basalt_sand.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/undergroundbiomes/textures/blocks/gneiss_sand.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/undergroundbiomes/textures/blocks/dacite_sand.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/undergroundbiomes/textures/blocks/marble_sand.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/undergroundbiomes/textures/blocks/eclogite_sand.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/undergroundbiomes/textures/blocks/blueschist_sand.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/undergroundbiomes/textures/blocks/quartzite_sand.png,xcount=1,ycount=1
texture:id=txt0300,filename=assets/undergroundbiomes/textures/blocks/overlays/thermalfoundation/nickel.png,xcount=1,ycount=1
texture:id=txt0302,filename=assets/undergroundbiomes/textures/blocks/overlays/projectred/electrotine_ore.png,xcount=1,ycount=1
texture:id=txt0301,filename=assets/undergroundbiomes/textures/blocks/overlays/thermalfoundation/mana_infused.png,xcount=1,ycount=1
texture:id=txt0304,filename=assets/undergroundbiomes/textures/blocks/overlays/thermalfoundation/aluminum.png,xcount=1,ycount=1
texture:id=txt0303,filename=assets/undergroundbiomes/textures/blocks/overlays/thermalfoundation/lead.png,xcount=1,ycount=1
texture:id=txt0306,filename=assets/undergroundbiomes/textures/blocks/overlays/thermalfoundation/platinum.png,xcount=1,ycount=1
texture:id=txt0305,filename=assets/undergroundbiomes/textures/blocks/overlays/projectred/copper_ore.png,xcount=1,ycount=1
texture:id=txt0308,filename=assets/undergroundbiomes/textures/blocks/overlays/mekanism/tin.png,xcount=1,ycount=1
texture:id=txt0307,filename=assets/undergroundbiomes/textures/blocks/overlays/mekanism/osmium.png,xcount=1,ycount=1
texture:id=txt0309,filename=assets/mysticalagriculture/textures/blocks/inferium_ore.png,xcount=1,ycount=1
texture:id=txt0311,filename=assets/undergroundbiomes/textures/blocks/overlays/custom/sapphire.png,xcount=1,ycount=1
