modname:explorercraft

texture:id=txt0012,filename=assets/explorercraft/textures/block/basalt/basalt_cobblestone.png,xcount=1,ycount=1
texture:id=txt0133,filename=assets/minecraft/textures/block/lily_pad.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/explorercraft/textures/block/marble/marble.png,xcount=1,ycount=1
texture:id=txt0099,filename=assets/explorercraft/textures/block/ash/ash_stripped_log_top.png,xcount=1,ycount=1
texture:id=txt0132,filename=assets/explorercraft/textures/block/plants/lotus_flower.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/minecraft/textures/block/dirt.png,xcount=1,ycount=1
texture:id=txt0135,filename=assets/explorercraft/textures/block/cherry/cherry_log_top.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/minecraft/textures/block/flower_pot.png,xcount=1,ycount=1
texture:id=txt0134,filename=assets/explorercraft/textures/block/slate/slate_chiseled_red.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/explorercraft/textures/block/marble/marble_mossy.png,xcount=1,ycount=1
texture:id=txt0137,filename=assets/explorercraft/textures/block/infected_willow_pink/infected_willow_pink_door_bottom.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/explorercraft/textures/block/cherry/cherry_sapling.png,xcount=1,ycount=1
texture:id=txt0136,filename=assets/explorercraft/textures/block/slate/slate_chiseled.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/explorercraft/textures/block/basalt/basalt.png,xcount=1,ycount=1
texture:id=txt0139,filename=assets/explorercraft/textures/block/marble/marble_cracked.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/explorercraft/textures/block/bamboo/bamboo_planks_vertical.png,xcount=1,ycount=1
texture:id=txt0138,filename=assets/explorercraft/textures/block/infected_willow_pink/infected_willow_pink_door_top.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/explorercraft/textures/block/basalt/basalt_cobblestone_mossy.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/explorercraft/textures/block/plants/rice_stage3.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/explorercraft/textures/block/plants/rice_stage0.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/explorercraft/textures/block/plants/rice_stage1.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/explorercraft/textures/block/slate/slate_pillar.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/explorercraft/textures/block/slate/slate_polished_side.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/explorercraft/textures/block/sleeping_bag/sleeping_bag_green.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/explorercraft/textures/block/infected_willow_pink/infected_willow_pink_log.png,xcount=1,ycount=1
texture:id=txt0010,filename=assets/explorercraft/textures/block/sleeping_bag/sleeping_bag_white.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/explorercraft/textures/block/plants/lotus_stem.png,xcount=1,ycount=1
texture:id=txt0131,filename=assets/explorercraft/textures/block/sleeping_bag/sleeping_bag_brown.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/explorercraft/textures/block/ore_ruby.png,xcount=1,ycount=1
texture:id=txt0130,filename=assets/explorercraft/textures/block/sleeping_bag/sleeping_bag_gray.png,xcount=1,ycount=1
texture:id=txt0023,filename=assets/explorercraft/textures/block/maple/maple_leaves.png,xcount=1,ycount=1
texture:id=txt0144,filename=assets/explorercraft/textures/block/basalt/basalt_cracked.png,xcount=1,ycount=1
texture:id=txt0022,filename=assets/explorercraft/textures/block/bamboo/bamboo_planks.png,xcount=1,ycount=1
texture:id=txt0143,filename=assets/explorercraft/textures/block/sleeping_bag/sleeping_bag_black.png,xcount=1,ycount=1
texture:id=txt0025,filename=assets/explorercraft/textures/block/willow/willow_sapling.png,xcount=1,ycount=1
texture:id=txt0146,filename=assets/explorercraft/textures/block/infected_willow/infected_willow_stripped_log_top.png,xcount=1,ycount=1
texture:id=txt0024,filename=assets/explorercraft/textures/block/slate/slate_tile.png,xcount=1,ycount=1
texture:id=txt0145,filename=assets/explorercraft/textures/block/sleeping_bag/sleeping_bag_leather.png,xcount=1,ycount=1
texture:id=txt0027,filename=assets/explorercraft/textures/block/cherry/cherry_leaves.png,xcount=1,ycount=1
texture:id=txt0148,filename=assets/minecraft/textures/block/slime_block.png,xcount=1,ycount=1
texture:id=txt0026,filename=assets/explorercraft/textures/block/basalt/basalt_mossy.png,xcount=1,ycount=1
texture:id=txt0147,filename=assets/minecraft/textures/block/stone.png,xcount=1,ycount=1
texture:id=txt0029,filename=assets/explorercraft/textures/block/slate/slate.png,xcount=1,ycount=1
texture:id=txt0028,filename=assets/explorercraft/textures/block/infected_willow/infected_willow_planks.png,xcount=1,ycount=1
texture:id=txt0149,filename=assets/explorercraft/textures/block/sleeping_bag/sleeping_bag_cyan.png,xcount=1,ycount=1
texture:id=txt0140,filename=assets/explorercraft/textures/block/block_amethyst.png,xcount=1,ycount=1
texture:id=txt0021,filename=assets/explorercraft/textures/block/cherry/cherry_trapdoor.png,xcount=1,ycount=1
