modname:mysticalagriculture

texture:id=prosperity_block,filename=assets/mysticalagriculture/textures/block/prosperity_block.png,xcount=1,ycount=1
texture:id=inferium_block,filename=assets/mysticalagriculture/textures/block/inferium_block.png,xcount=1,ycount=1
texture:id=prudentium_block,filename=assets/mysticalagriculture/textures/block/prudentium_block.png,xcount=1,ycount=1
texture:id=tertium_block,filename=assets/mysticalagriculture/textures/block/tertium_block.png,xcount=1,ycount=1
texture:id=imperium_block,filename=assets/mysticalagriculture/textures/block/imperium_block.png,xcount=1,ycount=1
texture:id=supremium_block,filename=assets/mysticalagriculture/textures/block/supremium_block.png,xcount=1,ycount=1
texture:id=soulium_block,filename=assets/mysticalagriculture/textures/block/soulium_block.png,xcount=1,ycount=1
texture:id=prosperity_ingot_block,filename=assets/mysticalagriculture/textures/block/prosperity_ingot_block.png,xcount=1,ycount=1
texture:id=inferium_ingot_block,filename=assets/mysticalagriculture/textures/block/inferium_ingot_block.png,xcount=1,ycount=1
texture:id=prudentium_ingot_block,filename=assets/mysticalagriculture/textures/block/prudentium_ingot_block.png,xcount=1,ycount=1
texture:id=tertium_ingot_block,filename=assets/mysticalagriculture/textures/block/tertium_ingot_block.png,xcount=1,ycount=1
texture:id=imperium_ingot_block,filename=assets/mysticalagriculture/textures/block/imperium_ingot_block.png,xcount=1,ycount=1
texture:id=supremium_ingot_block,filename=assets/mysticalagriculture/textures/block/supremium_ingot_block.png,xcount=1,ycount=1
texture:id=soulium_ingot_block,filename=assets/mysticalagriculture/textures/block/soulium_ingot_block.png,xcount=1,ycount=1
texture:id=prosperity_gemstone_block,filename=assets/mysticalagriculture/textures/block/prosperity_gemstone_block.png,xcount=1,ycount=1
texture:id=inferium_gemstone_block,filename=assets/mysticalagriculture/textures/block/inferium_gemstone_block.png,xcount=1,ycount=1
texture:id=prudentium_gemstone_block,filename=assets/mysticalagriculture/textures/block/prudentium_gemstone_block.png,xcount=1,ycount=1
texture:id=tertium_gemstone_block,filename=assets/mysticalagriculture/textures/block/tertium_gemstone_block.png,xcount=1,ycount=1
texture:id=imperium_gemstone_block,filename=assets/mysticalagriculture/textures/block/imperium_gemstone_block.png,xcount=1,ycount=1
texture:id=supremium_gemstone_block,filename=assets/mysticalagriculture/textures/block/supremium_gemstone_block.png,xcount=1,ycount=1
texture:id=soulium_gemstone_block,filename=assets/mysticalagriculture/textures/block/soulium_gemstone_block.png,xcount=1,ycount=1
texture:id=farmland,filename=assets/minecraft/textures/block/farmland.png,xcount=1,ycount=1
texture:id=dirt,filename=assets/minecraft/textures/block/dirt.png,xcount=1,ycount=1
texture:id=farmland_moist,filename=assets/minecraft/textures/block/farmland_moist.png,xcount=1,ycount=1
texture:id=inferium_growth_accelerator,filename=assets/mysticalagriculture/textures/block/inferium_growth_accelerator.png,xcount=1,ycount=1
texture:id=prudentium_growth_accelerator,filename=assets/mysticalagriculture/textures/block/prudentium_growth_accelerator.png,xcount=1,ycount=1
texture:id=tertium_growth_accelerator,filename=assets/mysticalagriculture/textures/block/tertium_growth_accelerator.png,xcount=1,ycount=1
texture:id=imperium_growth_accelerator,filename=assets/mysticalagriculture/textures/block/imperium_growth_accelerator.png,xcount=1,ycount=1
texture:id=supremium_growth_accelerator,filename=assets/mysticalagriculture/textures/block/supremium_growth_accelerator.png,xcount=1,ycount=1
texture:id=inferium_furnace_top,filename=assets/mysticalagriculture/textures/block/inferium_furnace_top.png,xcount=1,ycount=1
texture:id=inferium_furnace_side,filename=assets/mysticalagriculture/textures/block/inferium_furnace_side.png,xcount=1,ycount=1
texture:id=inferium_furnace_front_on,filename=assets/mysticalagriculture/textures/block/inferium_furnace_front_on.png,xcount=1,ycount=1
texture:id=inferium_furnace_front,filename=assets/mysticalagriculture/textures/block/inferium_furnace_front.png,xcount=1,ycount=1
texture:id=prudentium_furnace_top,filename=assets/mysticalagriculture/textures/block/prudentium_furnace_top.png,xcount=1,ycount=1
texture:id=prudentium_furnace_side,filename=assets/mysticalagriculture/textures/block/prudentium_furnace_side.png,xcount=1,ycount=1
texture:id=prudentium_furnace_front_on,filename=assets/mysticalagriculture/textures/block/prudentium_furnace_front_on.png,xcount=1,ycount=1
texture:id=prudentium_furnace_front,filename=assets/mysticalagriculture/textures/block/prudentium_furnace_front.png,xcount=1,ycount=1
texture:id=tertium_furnace_top,filename=assets/mysticalagriculture/textures/block/tertium_furnace_top.png,xcount=1,ycount=1
texture:id=tertium_furnace_side,filename=assets/mysticalagriculture/textures/block/tertium_furnace_side.png,xcount=1,ycount=1
texture:id=tertium_furnace_front_on,filename=assets/mysticalagriculture/textures/block/tertium_furnace_front_on.png,xcount=1,ycount=1
texture:id=tertium_furnace_front,filename=assets/mysticalagriculture/textures/block/tertium_furnace_front.png,xcount=1,ycount=1
texture:id=imperium_furnace_top,filename=assets/mysticalagriculture/textures/block/imperium_furnace_top.png,xcount=1,ycount=1
texture:id=imperium_furnace_side,filename=assets/mysticalagriculture/textures/block/imperium_furnace_side.png,xcount=1,ycount=1
texture:id=imperium_furnace_front_on,filename=assets/mysticalagriculture/textures/block/imperium_furnace_front_on.png,xcount=1,ycount=1
texture:id=imperium_furnace_front,filename=assets/mysticalagriculture/textures/block/imperium_furnace_front.png,xcount=1,ycount=1
texture:id=supremium_furnace_top,filename=assets/mysticalagriculture/textures/block/supremium_furnace_top.png,xcount=1,ycount=1
texture:id=supremium_furnace_side,filename=assets/mysticalagriculture/textures/block/supremium_furnace_side.png,xcount=1,ycount=1
texture:id=supremium_furnace_front_on,filename=assets/mysticalagriculture/textures/block/supremium_furnace_front_on.png,xcount=1,ycount=1
texture:id=supremium_furnace_front,filename=assets/mysticalagriculture/textures/block/supremium_furnace_front.png,xcount=1,ycount=1
texture:id=stone,filename=assets/minecraft/textures/block/stone.png,xcount=1,ycount=1
texture:id=prosperity_ore,filename=assets/mysticalagriculture/textures/block/prosperity_ore.png,xcount=1,ycount=1
texture:id=deepslate,filename=assets/minecraft/textures/block/deepslate.png,xcount=1,ycount=1
texture:id=inferium_ore,filename=assets/mysticalagriculture/textures/block/inferium_ore.png,xcount=1,ycount=1
texture:id=soulstone,filename=assets/mysticalagriculture/textures/block/soulstone.png,xcount=1,ycount=1
texture:id=soulium_ore,filename=assets/mysticalagriculture/textures/block/soulium_ore.png,xcount=1,ycount=1
texture:id=soulstone_cobble,filename=assets/mysticalagriculture/textures/block/soulstone_cobble.png,xcount=1,ycount=1
texture:id=soulstone_bricks,filename=assets/mysticalagriculture/textures/block/soulstone_bricks.png,xcount=1,ycount=1
texture:id=soulstone_cracked_bricks,filename=assets/mysticalagriculture/textures/block/soulstone_cracked_bricks.png,xcount=1,ycount=1
texture:id=soulstone_chiseled_bricks,filename=assets/mysticalagriculture/textures/block/soulstone_chiseled_bricks.png,xcount=1,ycount=1
texture:id=soulstone_smooth,filename=assets/mysticalagriculture/textures/block/soulstone_smooth.png,xcount=1,ycount=1
texture:id=soul_glass,filename=assets/mysticalagriculture/textures/block/soul_glass.png,xcount=1,ycount=1
texture:id=soulstone_smooth_slab_side,filename=assets/mysticalagriculture/textures/block/soulstone_smooth_slab_side.png,xcount=1,ycount=1
texture:id=witherproof_block,filename=assets/mysticalagriculture/textures/block/witherproof_block.png,xcount=1,ycount=1
texture:id=witherproof_bricks,filename=assets/mysticalagriculture/textures/block/witherproof_bricks.png,xcount=1,ycount=1
texture:id=witherproof_glass,filename=assets/mysticalagriculture/textures/block/witherproof_glass.png,xcount=1,ycount=1
texture:id=infusion_pedestal_top,filename=assets/mysticalagriculture/textures/block/infusion_pedestal_top.png,xcount=1,ycount=1
texture:id=infusion_altar_side,filename=assets/mysticalagriculture/textures/block/infusion_altar_side.png,xcount=1,ycount=1
texture:id=infusion_altar_bottom,filename=assets/mysticalagriculture/textures/block/infusion_altar_bottom.png,xcount=1,ycount=1
texture:id=tinkering_table_bottom,filename=assets/mysticalagriculture/textures/block/tinkering_table_bottom.png,xcount=1,ycount=1
texture:id=tinkering_table_side,filename=assets/mysticalagriculture/textures/block/tinkering_table_side.png,xcount=1,ycount=1
texture:id=tinkering_table_top,filename=assets/mysticalagriculture/textures/block/tinkering_table_top.png,xcount=1,ycount=1
texture:id=tinkering_table_bottom_2,filename=assets/mysticalagriculture/textures/block/tinkering_table_bottom_2.png,xcount=1,ycount=1
texture:id=machine_frame,filename=assets/mysticalagriculture/textures/block/machine_frame.png,xcount=1,ycount=1
texture:id=basic_machine_side,filename=assets/mysticalagriculture/textures/block/basic_machine_side.png,xcount=1,ycount=1
texture:id=basic_reprocessor_front,filename=assets/mysticalagriculture/textures/block/basic_reprocessor_front.png,xcount=1,ycount=1
texture:id=inferium_reprocessor_side,filename=assets/mysticalagriculture/textures/block/inferium_reprocessor_side.png,xcount=1,ycount=1
texture:id=inferium_reprocessor_front,filename=assets/mysticalagriculture/textures/block/inferium_reprocessor_front.png,xcount=1,ycount=1
texture:id=prudentium_reprocessor_side,filename=assets/mysticalagriculture/textures/block/prudentium_reprocessor_side.png,xcount=1,ycount=1
texture:id=prudentium_reprocessor_front,filename=assets/mysticalagriculture/textures/block/prudentium_reprocessor_front.png,xcount=1,ycount=1
texture:id=tertium_reprocessor_side,filename=assets/mysticalagriculture/textures/block/tertium_reprocessor_side.png,xcount=1,ycount=1
texture:id=tertium_reprocessor_front,filename=assets/mysticalagriculture/textures/block/tertium_reprocessor_front.png,xcount=1,ycount=1
texture:id=imperium_reprocessor_side,filename=assets/mysticalagriculture/textures/block/imperium_reprocessor_side.png,xcount=1,ycount=1
texture:id=imperium_reprocessor_front,filename=assets/mysticalagriculture/textures/block/imperium_reprocessor_front.png,xcount=1,ycount=1
texture:id=supremium_reprocessor_side,filename=assets/mysticalagriculture/textures/block/supremium_reprocessor_side.png,xcount=1,ycount=1
texture:id=supremium_reprocessor_front,filename=assets/mysticalagriculture/textures/block/supremium_reprocessor_front.png,xcount=1,ycount=1
texture:id=soul_extractor_front,filename=assets/mysticalagriculture/textures/block/soul_extractor_front.png,xcount=1,ycount=1
texture:id=mystical_resource_crop_0,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_0.png,xcount=1,ycount=1
texture:id=mystical_resource_crop_1,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_1.png,xcount=1,ycount=1
texture:id=mystical_resource_crop_2,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_2.png,xcount=1,ycount=1
texture:id=mystical_resource_crop_3,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_3.png,xcount=1,ycount=1
texture:id=mystical_resource_crop_4,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_4.png,xcount=1,ycount=1
texture:id=mystical_resource_crop_5,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_5.png,xcount=1,ycount=1
texture:id=mystical_resource_crop_6,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_6.png,xcount=1,ycount=1
texture:id=mystical_resource_crop_7,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_7.png,xcount=1,ycount=1
texture:id=inferium_flower,filename=assets/mysticalagriculture/textures/block/flower/inferium_flower.png,xcount=1,ycount=1
texture:id=flower_ingot,filename=assets/mysticalagriculture/textures/block/flower_ingot.png,xcount=1,ycount=1
texture:id=stone_flower,filename=assets/mysticalagriculture/textures/block/flower/stone_flower.png,xcount=1,ycount=1
texture:id=dirt_flower,filename=assets/mysticalagriculture/textures/block/flower/dirt_flower.png,xcount=1,ycount=1
texture:id=wood_flower,filename=assets/mysticalagriculture/textures/block/flower/wood_flower.png,xcount=1,ycount=1
texture:id=ice_flower,filename=assets/mysticalagriculture/textures/block/flower/ice_flower.png,xcount=1,ycount=1
texture:id=deepslate_flower,filename=assets/mysticalagriculture/textures/block/flower/deepslate_flower.png,xcount=1,ycount=1
texture:id=nature_flower,filename=assets/mysticalagriculture/textures/block/flower/nature_flower.png,xcount=1,ycount=1
texture:id=dye_flower,filename=assets/mysticalagriculture/textures/block/flower/dye_flower.png,xcount=1,ycount=1
texture:id=nether_flower,filename=assets/mysticalagriculture/textures/block/flower/nether_flower.png,xcount=1,ycount=1
texture:id=coal_flower,filename=assets/mysticalagriculture/textures/block/flower/coal_flower.png,xcount=1,ycount=1
texture:id=coral_flower,filename=assets/mysticalagriculture/textures/block/flower/coral_flower.png,xcount=1,ycount=1
texture:id=honey_flower,filename=assets/mysticalagriculture/textures/block/flower/honey_flower.png,xcount=1,ycount=1
texture:id=amethyst_flower,filename=assets/mysticalagriculture/textures/block/flower/amethyst_flower.png,xcount=1,ycount=1
texture:id=mystical_mob_crop_0,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_0.png,xcount=1,ycount=1
texture:id=mystical_mob_crop_1,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_1.png,xcount=1,ycount=1
texture:id=mystical_mob_crop_2,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_2.png,xcount=1,ycount=1
texture:id=mystical_mob_crop_3,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_3.png,xcount=1,ycount=1
texture:id=mystical_mob_crop_4,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_4.png,xcount=1,ycount=1
texture:id=mystical_mob_crop_5,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_5.png,xcount=1,ycount=1
texture:id=mystical_mob_crop_6,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_6.png,xcount=1,ycount=1
texture:id=mystical_mob_crop_7,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_7.png,xcount=1,ycount=1
texture:id=pig_flower,filename=assets/mysticalagriculture/textures/block/flower/pig_flower.png,xcount=1,ycount=1
texture:id=chicken_flower,filename=assets/mysticalagriculture/textures/block/flower/chicken_flower.png,xcount=1,ycount=1
texture:id=cow_flower,filename=assets/mysticalagriculture/textures/block/flower/cow_flower.png,xcount=1,ycount=1
texture:id=sheep_flower,filename=assets/mysticalagriculture/textures/block/flower/sheep_flower.png,xcount=1,ycount=1
texture:id=squid_flower,filename=assets/mysticalagriculture/textures/block/flower/squid_flower.png,xcount=1,ycount=1
texture:id=fish_flower,filename=assets/mysticalagriculture/textures/block/flower/fish_flower.png,xcount=1,ycount=1
texture:id=slime_flower,filename=assets/mysticalagriculture/textures/block/flower/slime_flower.png,xcount=1,ycount=1
texture:id=turtle_flower,filename=assets/mysticalagriculture/textures/block/flower/turtle_flower.png,xcount=1,ycount=1
texture:id=iron_flower,filename=assets/mysticalagriculture/textures/block/flower/iron_flower.png,xcount=1,ycount=1
texture:id=copper_flower,filename=assets/mysticalagriculture/textures/block/flower/copper_flower.png,xcount=1,ycount=1
texture:id=nether_quartz_flower,filename=assets/mysticalagriculture/textures/block/flower/nether_quartz_flower.png,xcount=1,ycount=1
texture:id=glowstone_flower,filename=assets/mysticalagriculture/textures/block/flower/glowstone_flower.png,xcount=1,ycount=1
texture:id=redstone_flower,filename=assets/mysticalagriculture/textures/block/flower/redstone_flower.png,xcount=1,ycount=1
texture:id=obsidian_flower,filename=assets/mysticalagriculture/textures/block/flower/obsidian_flower.png,xcount=1,ycount=1
texture:id=prismarine_flower,filename=assets/mysticalagriculture/textures/block/flower/prismarine_flower.png,xcount=1,ycount=1
texture:id=zombie_flower,filename=assets/mysticalagriculture/textures/block/flower/zombie_flower.png,xcount=1,ycount=1
texture:id=skeleton_flower,filename=assets/mysticalagriculture/textures/block/flower/skeleton_flower.png,xcount=1,ycount=1
texture:id=creeper_flower,filename=assets/mysticalagriculture/textures/block/flower/creeper_flower.png,xcount=1,ycount=1
texture:id=spider_flower,filename=assets/mysticalagriculture/textures/block/flower/spider_flower.png,xcount=1,ycount=1
texture:id=rabbit_flower,filename=assets/mysticalagriculture/textures/block/flower/rabbit_flower.png,xcount=1,ycount=1
texture:id=gold_flower,filename=assets/mysticalagriculture/textures/block/flower/gold_flower.png,xcount=1,ycount=1
texture:id=lapis_lazuli_flower,filename=assets/mysticalagriculture/textures/block/flower/lapis_lazuli_flower.png,xcount=1,ycount=1
texture:id=end_flower,filename=assets/mysticalagriculture/textures/block/flower/end_flower.png,xcount=1,ycount=1
texture:id=experience_flower,filename=assets/mysticalagriculture/textures/block/flower/experience_flower.png,xcount=1,ycount=1
texture:id=blaze_flower,filename=assets/mysticalagriculture/textures/block/flower/blaze_flower.png,xcount=1,ycount=1
texture:id=ghast_flower,filename=assets/mysticalagriculture/textures/block/flower/ghast_flower.png,xcount=1,ycount=1
texture:id=enderman_flower,filename=assets/mysticalagriculture/textures/block/flower/enderman_flower.png,xcount=1,ycount=1
texture:id=diamond_flower,filename=assets/mysticalagriculture/textures/block/flower/diamond_flower.png,xcount=1,ycount=1
texture:id=emerald_flower,filename=assets/mysticalagriculture/textures/block/flower/emerald_flower.png,xcount=1,ycount=1
texture:id=netherite_flower,filename=assets/mysticalagriculture/textures/block/flower/netherite_flower.png,xcount=1,ycount=1
texture:id=wither_skeleton_flower,filename=assets/mysticalagriculture/textures/block/flower/wither_skeleton_flower.png,xcount=1,ycount=1
texture:id=rubber_flower,filename=assets/mysticalagriculture/textures/block/flower/rubber_flower.png,xcount=1,ycount=1
texture:id=silicon_flower,filename=assets/mysticalagriculture/textures/block/flower/silicon_flower.png,xcount=1,ycount=1
texture:id=sulfur_flower,filename=assets/mysticalagriculture/textures/block/flower/sulfur_flower.png,xcount=1,ycount=1
texture:id=saltpeter_flower,filename=assets/mysticalagriculture/textures/block/flower/saltpeter_flower.png,xcount=1,ycount=1
texture:id=tin_flower,filename=assets/mysticalagriculture/textures/block/flower/tin_flower.png,xcount=1,ycount=1
texture:id=bronze_flower,filename=assets/mysticalagriculture/textures/block/flower/bronze_flower.png,xcount=1,ycount=1
texture:id=silver_flower,filename=assets/mysticalagriculture/textures/block/flower/silver_flower.png,xcount=1,ycount=1
texture:id=lead_flower,filename=assets/mysticalagriculture/textures/block/flower/lead_flower.png,xcount=1,ycount=1
texture:id=nickel_flower,filename=assets/mysticalagriculture/textures/block/flower/nickel_flower.png,xcount=1,ycount=1
texture:id=constantan_flower,filename=assets/mysticalagriculture/textures/block/flower/constantan_flower.png,xcount=1,ycount=1
texture:id=electrum_flower,filename=assets/mysticalagriculture/textures/block/flower/electrum_flower.png,xcount=1,ycount=1
texture:id=invar_flower,filename=assets/mysticalagriculture/textures/block/flower/invar_flower.png,xcount=1,ycount=1
texture:id=platinum_flower,filename=assets/mysticalagriculture/textures/block/flower/platinum_flower.png,xcount=1,ycount=1
texture:id=apatite_flower,filename=assets/mysticalagriculture/textures/block/flower/apatite_flower.png,xcount=1,ycount=1
texture:id=ruby_flower,filename=assets/mysticalagriculture/textures/block/flower/ruby_flower.png,xcount=1,ycount=1
texture:id=sapphire_flower,filename=assets/mysticalagriculture/textures/block/flower/sapphire_flower.png,xcount=1,ycount=1
texture:id=blizz_flower,filename=assets/mysticalagriculture/textures/block/flower/blizz_flower.png,xcount=1,ycount=1
texture:id=blitz_flower,filename=assets/mysticalagriculture/textures/block/flower/blitz_flower.png,xcount=1,ycount=1
texture:id=basalz_flower,filename=assets/mysticalagriculture/textures/block/flower/basalz_flower.png,xcount=1,ycount=1
texture:id=signalum_flower,filename=assets/mysticalagriculture/textures/block/flower/signalum_flower.png,xcount=1,ycount=1
texture:id=lumium_flower,filename=assets/mysticalagriculture/textures/block/flower/lumium_flower.png,xcount=1,ycount=1
texture:id=enderium_flower,filename=assets/mysticalagriculture/textures/block/flower/enderium_flower.png,xcount=1,ycount=1
texture:id=hop_graphite_flower,filename=assets/mysticalagriculture/textures/block/flower/hop_graphite_flower.png,xcount=1,ycount=1
texture:id=tinkers_bronze_flower,filename=assets/mysticalagriculture/textures/block/flower/tinkers_bronze_flower.png,xcount=1,ycount=1
texture:id=amethyst_bronze_flower,filename=assets/mysticalagriculture/textures/block/flower/amethyst_bronze_flower.png,xcount=1,ycount=1
texture:id=slimesteel_flower,filename=assets/mysticalagriculture/textures/block/flower/slimesteel_flower.png,xcount=1,ycount=1
texture:id=pig_iron_flower,filename=assets/mysticalagriculture/textures/block/flower/pig_iron_flower.png,xcount=1,ycount=1
texture:id=cobalt_flower,filename=assets/mysticalagriculture/textures/block/flower/cobalt_flower.png,xcount=1,ycount=1
texture:id=rose_gold_flower,filename=assets/mysticalagriculture/textures/block/flower/rose_gold_flower.png,xcount=1,ycount=1
texture:id=manyullyn_flower,filename=assets/mysticalagriculture/textures/block/flower/manyullyn_flower.png,xcount=1,ycount=1
texture:id=queens_slime_flower,filename=assets/mysticalagriculture/textures/block/flower/queens_slime_flower.png,xcount=1,ycount=1
texture:id=hepatizon_flower,filename=assets/mysticalagriculture/textures/block/flower/hepatizon_flower.png,xcount=1,ycount=1
texture:id=mystical_flower_flower,filename=assets/mysticalagriculture/textures/block/flower/mystical_flower_flower.png,xcount=1,ycount=1
texture:id=manasteel_flower,filename=assets/mysticalagriculture/textures/block/flower/manasteel_flower.png,xcount=1,ycount=1
texture:id=elementium_flower,filename=assets/mysticalagriculture/textures/block/flower/elementium_flower.png,xcount=1,ycount=1
texture:id=terrasteel_flower,filename=assets/mysticalagriculture/textures/block/flower/terrasteel_flower.png,xcount=1,ycount=1
texture:id=osmium_flower,filename=assets/mysticalagriculture/textures/block/flower/osmium_flower.png,xcount=1,ycount=1
texture:id=fluorite_flower,filename=assets/mysticalagriculture/textures/block/flower/fluorite_flower.png,xcount=1,ycount=1
texture:id=refined_glowstone_flower,filename=assets/mysticalagriculture/textures/block/flower/refined_glowstone_flower.png,xcount=1,ycount=1
texture:id=refined_obsidian_flower,filename=assets/mysticalagriculture/textures/block/flower/refined_obsidian_flower.png,xcount=1,ycount=1
texture:id=marble_flower,filename=assets/mysticalagriculture/textures/block/flower/marble_flower.png,xcount=1,ycount=1
texture:id=limestone_flower,filename=assets/mysticalagriculture/textures/block/flower/limestone_flower.png,xcount=1,ycount=1
texture:id=basalt_flower,filename=assets/mysticalagriculture/textures/block/flower/basalt_flower.png,xcount=1,ycount=1
texture:id=steeleaf_flower,filename=assets/mysticalagriculture/textures/block/flower/steeleaf_flower.png,xcount=1,ycount=1
texture:id=ironwood_flower,filename=assets/mysticalagriculture/textures/block/flower/ironwood_flower.png,xcount=1,ycount=1
texture:id=knightmetal_flower,filename=assets/mysticalagriculture/textures/block/flower/knightmetal_flower.png,xcount=1,ycount=1
texture:id=fiery_ingot_flower,filename=assets/mysticalagriculture/textures/block/flower/fiery_ingot_flower.png,xcount=1,ycount=1
texture:id=menril_flower,filename=assets/mysticalagriculture/textures/block/flower/menril_flower.png,xcount=1,ycount=1
texture:id=aquamarine_flower,filename=assets/mysticalagriculture/textures/block/flower/aquamarine_flower.png,xcount=1,ycount=1
texture:id=starmetal_flower,filename=assets/mysticalagriculture/textures/block/flower/starmetal_flower.png,xcount=1,ycount=1
