modname:absentbydesign

texture:id=acacia_log,filename=assets/minecraft/textures/block/acacia_log.png,xcount=1,ycount=1
texture:id=birch_log,filename=assets/minecraft/textures/block/birch_log.png,xcount=1,ycount=1
texture:id=dark_oak_log,filename=assets/minecraft/textures/block/dark_oak_log.png,xcount=1,ycount=1
texture:id=jungle_log,filename=assets/minecraft/textures/block/jungle_log.png,xcount=1,ycount=1
texture:id=oak_log,filename=assets/minecraft/textures/block/oak_log.png,xcount=1,ycount=1
texture:id=spruce_log,filename=assets/minecraft/textures/block/spruce_log.png,xcount=1,ycount=1
texture:id=red_nether_bricks,filename=assets/minecraft/textures/block/red_nether_bricks.png,xcount=1,ycount=1
texture:id=crimson_stem,filename=assets/minecraft/textures/block/crimson_stem.png,xcount=1,ycount=1
texture:id=warped_stem,filename=assets/minecraft/textures/block/warped_stem.png,xcount=1,ycount=1
texture:id=obsidian,filename=assets/minecraft/textures/block/obsidian.png,xcount=1,ycount=1
texture:id=quartz_block_side,filename=assets/minecraft/textures/block/quartz_block_side.png,xcount=1,ycount=1
texture:id=end_stone,filename=assets/minecraft/textures/block/end_stone.png,xcount=1,ycount=1
texture:id=netherrack,filename=assets/minecraft/textures/block/netherrack.png,xcount=1,ycount=1
texture:id=snow,filename=assets/minecraft/textures/block/snow.png,xcount=1,ycount=1
texture:id=cracked_stone_bricks,filename=assets/minecraft/textures/block/cracked_stone_bricks.png,xcount=1,ycount=1
texture:id=coarse_dirt,filename=assets/minecraft/textures/block/coarse_dirt.png,xcount=1,ycount=1
texture:id=basalt_side,filename=assets/minecraft/textures/block/basalt_side.png,xcount=1,ycount=1
texture:id=basalt_top,filename=assets/minecraft/textures/block/basalt_top.png,xcount=1,ycount=1
texture:id=polished_basalt_top,filename=assets/minecraft/textures/block/polished_basalt_top.png,xcount=1,ycount=1
texture:id=polished_basalt_side,filename=assets/minecraft/textures/block/polished_basalt_side.png,xcount=1,ycount=1
texture:id=crying_obsidian,filename=assets/minecraft/textures/block/crying_obsidian.png,xcount=1,ycount=1
texture:id=lodestone_top,filename=assets/minecraft/textures/block/lodestone_top.png,xcount=1,ycount=1
texture:id=lodestone_side,filename=assets/minecraft/textures/block/lodestone_side.png,xcount=1,ycount=1
texture:id=quartz_bricks,filename=assets/minecraft/textures/block/quartz_bricks.png,xcount=1,ycount=1
texture:id=magma,filename=assets/minecraft/textures/block/magma.png,xcount=1,ycount=1
texture:id=glowstone,filename=assets/minecraft/textures/block/glowstone.png,xcount=1,ycount=1
texture:id=sea_lantern,filename=assets/minecraft/textures/block/sea_lantern.png,xcount=1,ycount=1
texture:id=black_concrete,filename=assets/minecraft/textures/block/black_concrete.png,xcount=1,ycount=1
texture:id=blue_concrete,filename=assets/minecraft/textures/block/blue_concrete.png,xcount=1,ycount=1
texture:id=brown_concrete,filename=assets/minecraft/textures/block/brown_concrete.png,xcount=1,ycount=1
texture:id=cyan_concrete,filename=assets/minecraft/textures/block/cyan_concrete.png,xcount=1,ycount=1
texture:id=gray_concrete,filename=assets/minecraft/textures/block/gray_concrete.png,xcount=1,ycount=1
texture:id=green_concrete,filename=assets/minecraft/textures/block/green_concrete.png,xcount=1,ycount=1
texture:id=light_blue_concrete,filename=assets/minecraft/textures/block/light_blue_concrete.png,xcount=1,ycount=1
texture:id=lime_concrete,filename=assets/minecraft/textures/block/lime_concrete.png,xcount=1,ycount=1
texture:id=magenta_concrete,filename=assets/minecraft/textures/block/magenta_concrete.png,xcount=1,ycount=1
texture:id=orange_concrete,filename=assets/minecraft/textures/block/orange_concrete.png,xcount=1,ycount=1
texture:id=pink_concrete,filename=assets/minecraft/textures/block/pink_concrete.png,xcount=1,ycount=1
texture:id=purple_concrete,filename=assets/minecraft/textures/block/purple_concrete.png,xcount=1,ycount=1
texture:id=red_concrete,filename=assets/minecraft/textures/block/red_concrete.png,xcount=1,ycount=1
texture:id=light_gray_concrete,filename=assets/minecraft/textures/block/light_gray_concrete.png,xcount=1,ycount=1
texture:id=white_concrete,filename=assets/minecraft/textures/block/white_concrete.png,xcount=1,ycount=1
texture:id=yellow_concrete,filename=assets/minecraft/textures/block/yellow_concrete.png,xcount=1,ycount=1
texture:id=black_wool,filename=assets/minecraft/textures/block/black_wool.png,xcount=1,ycount=1
texture:id=blue_wool,filename=assets/minecraft/textures/block/blue_wool.png,xcount=1,ycount=1
texture:id=brown_wool,filename=assets/minecraft/textures/block/brown_wool.png,xcount=1,ycount=1
texture:id=cyan_wool,filename=assets/minecraft/textures/block/cyan_wool.png,xcount=1,ycount=1
texture:id=gray_wool,filename=assets/minecraft/textures/block/gray_wool.png,xcount=1,ycount=1
texture:id=green_wool,filename=assets/minecraft/textures/block/green_wool.png,xcount=1,ycount=1
texture:id=light_blue_wool,filename=assets/minecraft/textures/block/light_blue_wool.png,xcount=1,ycount=1
texture:id=lime_wool,filename=assets/minecraft/textures/block/lime_wool.png,xcount=1,ycount=1
texture:id=magenta_wool,filename=assets/minecraft/textures/block/magenta_wool.png,xcount=1,ycount=1
texture:id=orange_wool,filename=assets/minecraft/textures/block/orange_wool.png,xcount=1,ycount=1
texture:id=pink_wool,filename=assets/minecraft/textures/block/pink_wool.png,xcount=1,ycount=1
texture:id=purple_wool,filename=assets/minecraft/textures/block/purple_wool.png,xcount=1,ycount=1
texture:id=red_wool,filename=assets/minecraft/textures/block/red_wool.png,xcount=1,ycount=1
texture:id=light_gray_wool,filename=assets/minecraft/textures/block/light_gray_wool.png,xcount=1,ycount=1
texture:id=white_wool,filename=assets/minecraft/textures/block/white_wool.png,xcount=1,ycount=1
texture:id=yellow_wool,filename=assets/minecraft/textures/block/yellow_wool.png,xcount=1,ycount=1
texture:id=white_terracotta,filename=assets/minecraft/textures/block/white_terracotta.png,xcount=1,ycount=1
texture:id=orange_terracotta,filename=assets/minecraft/textures/block/orange_terracotta.png,xcount=1,ycount=1
texture:id=magenta_terracotta,filename=assets/minecraft/textures/block/magenta_terracotta.png,xcount=1,ycount=1
texture:id=light_blue_terracotta,filename=assets/minecraft/textures/block/light_blue_terracotta.png,xcount=1,ycount=1
texture:id=yellow_terracotta,filename=assets/minecraft/textures/block/yellow_terracotta.png,xcount=1,ycount=1
