modname:mcwdoors

texture:id=japanese_oak_lower,filename=assets/mcwdoors/textures/block/japanese_oak_lower.png,xcount=1,ycount=1
texture:id=japanese_oak_upper,filename=assets/mcwdoors/textures/block/japanese_oak_upper.png,xcount=1,ycount=1
texture:id=japanese_spruce_lower,filename=assets/mcwdoors/textures/block/japanese_spruce_lower.png,xcount=1,ycount=1
texture:id=japanese_spruce_upper,filename=assets/mcwdoors/textures/block/japanese_spruce_upper.png,xcount=1,ycount=1
texture:id=japanese_birch_lower,filename=assets/mcwdoors/textures/block/japanese_birch_lower.png,xcount=1,ycount=1
texture:id=japanese_birch_upper,filename=assets/mcwdoors/textures/block/japanese_birch_upper.png,xcount=1,ycount=1
texture:id=japanese_jungle_lower,filename=assets/mcwdoors/textures/block/japanese_jungle_lower.png,xcount=1,ycount=1
texture:id=japanese_jungle_upper,filename=assets/mcwdoors/textures/block/japanese_jungle_upper.png,xcount=1,ycount=1
texture:id=japanese_acacia_lower,filename=assets/mcwdoors/textures/block/japanese_acacia_lower.png,xcount=1,ycount=1
texture:id=japanese_acacia_upper,filename=assets/mcwdoors/textures/block/japanese_acacia_upper.png,xcount=1,ycount=1
texture:id=japanese_dark_oak_lower,filename=assets/mcwdoors/textures/block/japanese_dark_oak_lower.png,xcount=1,ycount=1
texture:id=japanese_dark_oak_upper,filename=assets/mcwdoors/textures/block/japanese_dark_oak_upper.png,xcount=1,ycount=1
texture:id=japanese_crimson_lower,filename=assets/mcwdoors/textures/block/japanese_crimson_lower.png,xcount=1,ycount=1
texture:id=japanese_crimson_upper,filename=assets/mcwdoors/textures/block/japanese_crimson_upper.png,xcount=1,ycount=1
texture:id=japanese_warped_lower,filename=assets/mcwdoors/textures/block/japanese_warped_lower.png,xcount=1,ycount=1
texture:id=japanese_warped_upper,filename=assets/mcwdoors/textures/block/japanese_warped_upper.png,xcount=1,ycount=1
texture:id=oak_japanese2_door_lower,filename=assets/mcwdoors/textures/block/oak_japanese2_door_lower.png,xcount=1,ycount=1
texture:id=oak_japanese2_door_upper,filename=assets/mcwdoors/textures/block/oak_japanese2_door_upper.png,xcount=1,ycount=1
texture:id=spruce_japanese2_door_lower,filename=assets/mcwdoors/textures/block/spruce_japanese2_door_lower.png,xcount=1,ycount=1
texture:id=spruce_japanese2_door_upper,filename=assets/mcwdoors/textures/block/spruce_japanese2_door_upper.png,xcount=1,ycount=1
texture:id=birch_japanese2_door_lower,filename=assets/mcwdoors/textures/block/birch_japanese2_door_lower.png,xcount=1,ycount=1
texture:id=birch_japanese2_door_upper,filename=assets/mcwdoors/textures/block/birch_japanese2_door_upper.png,xcount=1,ycount=1
texture:id=jungle_japanese2_door_lower,filename=assets/mcwdoors/textures/block/jungle_japanese2_door_lower.png,xcount=1,ycount=1
texture:id=jungle_japanese2_door_upper,filename=assets/mcwdoors/textures/block/jungle_japanese2_door_upper.png,xcount=1,ycount=1
texture:id=acacia_japanese2_door_lower,filename=assets/mcwdoors/textures/block/acacia_japanese2_door_lower.png,xcount=1,ycount=1
texture:id=acacia_japanese2_door_upper,filename=assets/mcwdoors/textures/block/acacia_japanese2_door_upper.png,xcount=1,ycount=1
texture:id=dark_oak_japanese2_door_lower,filename=assets/mcwdoors/textures/block/dark_oak_japanese2_door_lower.png,xcount=1,ycount=1
texture:id=dark_oak_japanese2_door_upper,filename=assets/mcwdoors/textures/block/dark_oak_japanese2_door_upper.png,xcount=1,ycount=1
texture:id=crimson_japanese2_door_lower,filename=assets/mcwdoors/textures/block/crimson_japanese2_door_lower.png,xcount=1,ycount=1
texture:id=crimson_japanese2_door_upper,filename=assets/mcwdoors/textures/block/crimson_japanese2_door_upper.png,xcount=1,ycount=1
texture:id=warped_japanese2_door_lower,filename=assets/mcwdoors/textures/block/warped_japanese2_door_lower.png,xcount=1,ycount=1
texture:id=warped_japanese2_door_upper,filename=assets/mcwdoors/textures/block/warped_japanese2_door_upper.png,xcount=1,ycount=1
texture:id=oak_barn_door_lower,filename=assets/mcwdoors/textures/block/oak_barn_door_lower.png,xcount=1,ycount=1
texture:id=oak_barn_door_upper,filename=assets/mcwdoors/textures/block/oak_barn_door_upper.png,xcount=1,ycount=1
texture:id=spruce_barn_door_lower,filename=assets/mcwdoors/textures/block/spruce_barn_door_lower.png,xcount=1,ycount=1
texture:id=spruce_barn_door_upper,filename=assets/mcwdoors/textures/block/spruce_barn_door_upper.png,xcount=1,ycount=1
texture:id=birch_barn_door_lower,filename=assets/mcwdoors/textures/block/birch_barn_door_lower.png,xcount=1,ycount=1
texture:id=birch_barn_door_upper,filename=assets/mcwdoors/textures/block/birch_barn_door_upper.png,xcount=1,ycount=1
texture:id=jungle_barn_door_lower,filename=assets/mcwdoors/textures/block/jungle_barn_door_lower.png,xcount=1,ycount=1
texture:id=jungle_barn_door_upper,filename=assets/mcwdoors/textures/block/jungle_barn_door_upper.png,xcount=1,ycount=1
texture:id=acacia_barn_door_lower,filename=assets/mcwdoors/textures/block/acacia_barn_door_lower.png,xcount=1,ycount=1
texture:id=acacia_barn_door_upper,filename=assets/mcwdoors/textures/block/acacia_barn_door_upper.png,xcount=1,ycount=1
texture:id=dark_oak_barn_door_lower,filename=assets/mcwdoors/textures/block/dark_oak_barn_door_lower.png,xcount=1,ycount=1
texture:id=dark_oak_barn_door_upper,filename=assets/mcwdoors/textures/block/dark_oak_barn_door_upper.png,xcount=1,ycount=1
texture:id=crimson_barn_door_lower,filename=assets/mcwdoors/textures/block/crimson_barn_door_lower.png,xcount=1,ycount=1
texture:id=crimson_barn_door_upper,filename=assets/mcwdoors/textures/block/crimson_barn_door_upper.png,xcount=1,ycount=1
