modname:abyssalcraft

texture:id=txt0012,filename=assets/abyssalcraft/textures/blocks/abyssalnitecobblestone.png,xcount=1,ycount=1
texture:id=txt0133,filename=assets/minecraft/textures/blocks/stone.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/abyssalcraft/textures/blocks/dreadstonecobblestone.png,xcount=1,ycount=1
texture:id=txt0099,filename=assets/abyssalcraft/textures/blocks/ebp_top.png,xcount=1,ycount=1
texture:id=txt0132,filename=assets/abyssalcraft/textures/blocks/ritualaltar/parts2.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/abyssalcraft/textures/blocks/dsb.png,xcount=1,ycount=1
texture:id=txt0135,filename=assets/abyssalcraft/textures/blocks/crystalcluster.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/abyssalcraft/textures/blocks/coraliumcobblestone.png,xcount=1,ycount=1
texture:id=txt0134,filename=assets/minecraft/textures/blocks/fire_layer_0.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/abyssalcraft/textures/blocks/dsbcr.png,xcount=1,ycount=1
texture:id=txt0137,filename=assets/abyssalcraft/textures/blocks/energycontainer.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/abyssalcraft/textures/blocks/dsbc.png,xcount=1,ycount=1
texture:id=txt0136,filename=assets/abyssalcraft/textures/blocks/energycollector.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/abyssalcraft/textures/blocks/dlt_l.png,xcount=1,ycount=1
texture:id=txt0139,filename=assets/abyssalcraft/textures/blocks/fusedabyssalsand.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/abyssalcraft/textures/blocks/dsglow.png,xcount=1,ycount=1
texture:id=txt0138,filename=assets/abyssalcraft/textures/blocks/abyssalsand.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/abyssalcraft/textures/blocks/dlttside.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/abyssalcraft/textures/blocks/ato.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/abyssalcraft/textures/blocks/apcoro.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/abyssalcraft/textures/blocks/aco.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/minecraft/textures/blocks/lava_still.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/abyssalcraft/textures/blocks/alcoro.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/abyssalcraft/textures/blocks/ebc.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/abyssalcraft/textures/blocks/eb.png,xcount=1,ycount=1
texture:id=txt0010,filename=assets/abyssalcraft/textures/blocks/abyssalcobblestone.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/abyssalcraft/textures/blocks/ebp.png,xcount=1,ycount=1
texture:id=txt0131,filename=assets/abyssalcraft/textures/blocks/monolithpillar.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/abyssalcraft/textures/blocks/ebcr.png,xcount=1,ycount=1
texture:id=txt0130,filename=assets/abyssalcraft/textures/blocks/ritualpedestal/overlay2.png,xcount=1,ycount=1
texture:id=txt0023,filename=assets/abyssalcraft/textures/blocks/asb.png,xcount=1,ycount=1
texture:id=txt0144,filename=assets/abyssalcraft/textures/blocks/ritualpedestal/overlay3.png,xcount=1,ycount=1
texture:id=txt0022,filename=assets/abyssalcraft/textures/blocks/dlts.png,xcount=1,ycount=1
texture:id=txt0143,filename=assets/abyssalcraft/textures/blocks/wastelandsthorn.png,xcount=1,ycount=1
texture:id=txt0025,filename=assets/abyssalcraft/textures/blocks/asbcr.png,xcount=1,ycount=1
texture:id=txt0146,filename=assets/abyssalcraft/textures/blocks/statetransformer_front.png,xcount=1,ycount=1
texture:id=txt0024,filename=assets/abyssalcraft/textures/blocks/asbc.png,xcount=1,ycount=1
texture:id=txt0145,filename=assets/abyssalcraft/textures/blocks/statetransformer.png,xcount=1,ycount=1
texture:id=txt0027,filename=assets/abyssalcraft/textures/blocks/ao.png,xcount=1,ycount=1
texture:id=txt0148,filename=assets/abyssalcraft/textures/blocks/calcifiedstone.png,xcount=1,ycount=1
texture:id=txt0026,filename=assets/abyssalcraft/textures/blocks/co.png,xcount=1,ycount=1
texture:id=txt0147,filename=assets/abyssalcraft/textures/blocks/energydepositioner.png,xcount=1,ycount=1
texture:id=txt0029,filename=assets/abyssalcraft/textures/model/blocks/odb.png,xcount=1,ycount=1
texture:id=txt0028,filename=assets/abyssalcraft/textures/blocks/asbf.png,xcount=1,ycount=1
texture:id=txt0149,filename=assets/abyssalcraft/textures/blocks/door_dlt_upper.png,xcount=1,ycount=1
texture:id=txt0140,filename=assets/abyssalcraft/textures/blocks/fusedabyssalsand_side.png,xcount=1,ycount=1
texture:id=txt0021,filename=assets/abyssalcraft/textures/blocks/dlttside_overlay.png,xcount=1,ycount=1
texture:id=txt0142,filename=assets/abyssalcraft/textures/blocks/luminousthistle.png,xcount=1,ycount=1
texture:id=txt0020,filename=assets/abyssalcraft/textures/blocks/dltttop.png,xcount=1,ycount=1
texture:id=txt0141,filename=assets/abyssalcraft/textures/blocks/abyssalsandglass.png,xcount=1,ycount=1
texture:id=txt0034,filename=assets/abyssalcraft/textures/blocks/cis.png,xcount=1,ycount=1
texture:id=txt0033,filename=assets/abyssalcraft/textures/blocks/boe.png,xcount=1,ycount=1
texture:id=txt0036,filename=assets/abyssalcraft/textures/blocks/crate.png,xcount=1,ycount=1
texture:id=txt0035,filename=assets/abyssalcraft/textures/blocks/odbcsides.png,xcount=1,ycount=1
texture:id=txt0038,filename=assets/abyssalcraft/textures/blocks/dsstop.png,xcount=1,ycount=1
texture:id=txt0037,filename=assets/abyssalcraft/textures/blocks/ag.png,xcount=1,ycount=1
texture:id=txt0039,filename=assets/abyssalcraft/textures/blocks/dsssides.png,xcount=1,ycount=1
texture:id=txt0030,filename=assets/abyssalcraft/textures/blocks/boa.png,xcount=1,ycount=1
texture:id=txt0151,filename=assets/abyssalcraft/textures/blocks/door_drt_upper.png,xcount=1,ycount=1
texture:id=txt0150,filename=assets/abyssalcraft/textures/blocks/door_dlt_lower.png,xcount=1,ycount=1
texture:id=txt0032,filename=assets/abyssalcraft/textures/blocks/bod.png,xcount=1,ycount=1
texture:id=txt0153,filename=assets/abyssalcraft/textures/blocks/multiblock.png,xcount=1,ycount=1
texture:id=txt0031,filename=assets/abyssalcraft/textures/blocks/boc.png,xcount=1,ycount=1
texture:id=txt0152,filename=assets/abyssalcraft/textures/blocks/door_drt_lower.png,xcount=1,ycount=1
texture:id=txt0045,filename=assets/abyssalcraft/textures/blocks/acoro.png,xcount=1,ycount=1
texture:id=txt0044,filename=assets/abyssalcraft/textures/blocks/psdl.png,xcount=1,ycount=1
texture:id=txt0047,filename=assets/abyssalcraft/textures/blocks/altar/basetop.png,xcount=1,ycount=1
texture:id=txt0046,filename=assets/abyssalcraft/textures/blocks/altar/basebot.png,xcount=1,ycount=1
texture:id=txt0049,filename=assets/abyssalcraft/textures/blocks/abydrso.png,xcount=1,ycount=1
texture:id=txt0048,filename=assets/abyssalcraft/textures/blocks/altar/parts.png,xcount=1,ycount=1
texture:id=txt0041,filename=assets/abyssalcraft/textures/blocks/dltplank.png,xcount=1,ycount=1
texture:id=txt0040,filename=assets/abyssalcraft/textures/blocks/cfire_layer_0.png,xcount=1,ycount=1
texture:id=txt0043,filename=assets/abyssalcraft/textures/blocks/cwater_flow.png,xcount=1,ycount=1
texture:id=txt0042,filename=assets/abyssalcraft/textures/blocks/cwater_still.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/abyssalcraft/textures/blocks/abydrsbcr.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/abyssalcraft/textures/blocks/abydrsbc.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/abyssalcraft/textures/blocks/drgtop.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/abyssalcraft/textures/blocks/dreadlandsdirt.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/abyssalcraft/textures/blocks/drgsides_snowed.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/abyssalcraft/textures/blocks/drso.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/abyssalcraft/textures/blocks/drsbc.png,xcount=1,ycount=1
texture:id=txt0051,filename=assets/abyssalcraft/textures/blocks/drsb.png,xcount=1,ycount=1
texture:id=txt0054,filename=assets/abyssalcraft/textures/blocks/abydrsb.png,xcount=1,ycount=1
texture:id=txt0053,filename=assets/abyssalcraft/textures/blocks/drsbcr.png,xcount=1,ycount=1
texture:id=txt0067,filename=assets/abyssalcraft/textures/blocks/dghead.png,xcount=1,ycount=1
texture:id=txt0100,filename=assets/abyssalcraft/textures/blocks/og.png,xcount=1,ycount=1
texture:id=txt0066,filename=assets/abyssalcraft/textures/blocks/dfire_layer_0.png,xcount=1,ycount=1
texture:id=txt0069,filename=assets/abyssalcraft/textures/blocks/whead.png,xcount=1,ycount=1
texture:id=txt0102,filename=assets/abyssalcraft/textures/model/blocks/engraver.png,xcount=1,ycount=1
texture:id=txt0068,filename=assets/abyssalcraft/textures/blocks/phead.png,xcount=1,ycount=1
texture:id=txt0101,filename=assets/abyssalcraft/textures/blocks/ofire_layer_0.png,xcount=1,ycount=1
texture:id=txt0104,filename=assets/abyssalcraft/textures/blocks/materializer_front.png,xcount=1,ycount=1
