modname:createdeco

texture:id=worn_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/worn_bricks.png,xcount=1,ycount=1
texture:id=worn_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/worn/worn_brick_tiles.png,xcount=1,ycount=1
texture:id=worn_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/worn_long_bricks.png,xcount=1,ycount=1
texture:id=worn_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/worn_short_bricks.png,xcount=1,ycount=1
texture:id=cracked_worn_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/cracked_worn_bricks.png,xcount=1,ycount=1
texture:id=cracked_worn_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/worn/cracked_worn_brick_tiles.png,xcount=1,ycount=1
texture:id=cracked_worn_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/cracked_worn_long_bricks.png,xcount=1,ycount=1
texture:id=cracked_worn_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/cracked_worn_short_bricks.png,xcount=1,ycount=1
texture:id=mossy_worn_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/mossy_worn_bricks.png,xcount=1,ycount=1
texture:id=mossy_worn_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/worn/mossy_worn_brick_tiles.png,xcount=1,ycount=1
texture:id=mossy_worn_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/mossy_worn_long_bricks.png,xcount=1,ycount=1
texture:id=mossy_worn_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/worn/mossy_worn_short_bricks.png,xcount=1,ycount=1
texture:id=dean_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/dean_bricks.png,xcount=1,ycount=1
texture:id=dean_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/dean/dean_brick_tiles.png,xcount=1,ycount=1
texture:id=dean_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/dean_long_bricks.png,xcount=1,ycount=1
texture:id=dean_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/dean_short_bricks.png,xcount=1,ycount=1
texture:id=cracked_dean_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/cracked_dean_bricks.png,xcount=1,ycount=1
texture:id=cracked_dean_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/dean/cracked_dean_brick_tiles.png,xcount=1,ycount=1
texture:id=cracked_dean_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/cracked_dean_long_bricks.png,xcount=1,ycount=1
texture:id=cracked_dean_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/cracked_dean_short_bricks.png,xcount=1,ycount=1
texture:id=mossy_dean_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/mossy_dean_bricks.png,xcount=1,ycount=1
texture:id=mossy_dean_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/dean/mossy_dean_brick_tiles.png,xcount=1,ycount=1
texture:id=mossy_dean_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/mossy_dean_long_bricks.png,xcount=1,ycount=1
texture:id=mossy_dean_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dean/mossy_dean_short_bricks.png,xcount=1,ycount=1
texture:id=red_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/red/red_brick_tiles.png,xcount=1,ycount=1
texture:id=red_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/red_long_bricks.png,xcount=1,ycount=1
texture:id=red_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/red_short_bricks.png,xcount=1,ycount=1
texture:id=cracked_red_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/cracked_red_bricks.png,xcount=1,ycount=1
texture:id=cracked_red_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/red/cracked_red_brick_tiles.png,xcount=1,ycount=1
texture:id=cracked_red_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/cracked_red_long_bricks.png,xcount=1,ycount=1
texture:id=cracked_red_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/cracked_red_short_bricks.png,xcount=1,ycount=1
texture:id=mossy_red_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/mossy_red_bricks.png,xcount=1,ycount=1
texture:id=mossy_red_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/red/mossy_red_brick_tiles.png,xcount=1,ycount=1
texture:id=mossy_red_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/mossy_red_long_bricks.png,xcount=1,ycount=1
texture:id=mossy_red_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/mossy_red_short_bricks.png,xcount=1,ycount=1
texture:id=red_bricks,filename=assets/createdeco/textures/block/palettes/bricks/red/red_bricks.png,xcount=1,ycount=1
texture:id=pearl_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/pearl_bricks.png,xcount=1,ycount=1
texture:id=pearl_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/pearl/pearl_brick_tiles.png,xcount=1,ycount=1
texture:id=pearl_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/pearl_long_bricks.png,xcount=1,ycount=1
texture:id=pearl_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/pearl_short_bricks.png,xcount=1,ycount=1
texture:id=cracked_pearl_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/cracked_pearl_bricks.png,xcount=1,ycount=1
texture:id=cracked_pearl_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/pearl/cracked_pearl_brick_tiles.png,xcount=1,ycount=1
texture:id=cracked_pearl_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/cracked_pearl_long_bricks.png,xcount=1,ycount=1
texture:id=cracked_pearl_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/cracked_pearl_short_bricks.png,xcount=1,ycount=1
texture:id=mossy_pearl_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/mossy_pearl_bricks.png,xcount=1,ycount=1
texture:id=mossy_pearl_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/pearl/mossy_pearl_brick_tiles.png,xcount=1,ycount=1
texture:id=mossy_pearl_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/mossy_pearl_long_bricks.png,xcount=1,ycount=1
texture:id=mossy_pearl_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/pearl/mossy_pearl_short_bricks.png,xcount=1,ycount=1
texture:id=dusk_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/dusk_bricks.png,xcount=1,ycount=1
texture:id=dusk_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/dusk/dusk_brick_tiles.png,xcount=1,ycount=1
texture:id=dusk_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/dusk_long_bricks.png,xcount=1,ycount=1
texture:id=dusk_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/dusk_short_bricks.png,xcount=1,ycount=1
texture:id=cracked_dusk_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/cracked_dusk_bricks.png,xcount=1,ycount=1
texture:id=cracked_dusk_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/dusk/cracked_dusk_brick_tiles.png,xcount=1,ycount=1
texture:id=cracked_dusk_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/cracked_dusk_long_bricks.png,xcount=1,ycount=1
texture:id=cracked_dusk_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/cracked_dusk_short_bricks.png,xcount=1,ycount=1
texture:id=mossy_dusk_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/mossy_dusk_bricks.png,xcount=1,ycount=1
texture:id=mossy_dusk_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/dusk/mossy_dusk_brick_tiles.png,xcount=1,ycount=1
texture:id=mossy_dusk_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/mossy_dusk_long_bricks.png,xcount=1,ycount=1
texture:id=mossy_dusk_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/dusk/mossy_dusk_short_bricks.png,xcount=1,ycount=1
texture:id=scarlet_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/scarlet_bricks.png,xcount=1,ycount=1
texture:id=scarlet_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/scarlet_brick_tiles.png,xcount=1,ycount=1
texture:id=scarlet_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/scarlet_long_bricks.png,xcount=1,ycount=1
texture:id=scarlet_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/scarlet_short_bricks.png,xcount=1,ycount=1
texture:id=cracked_scarlet_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/cracked_scarlet_bricks.png,xcount=1,ycount=1
texture:id=cracked_scarlet_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/cracked_scarlet_brick_tiles.png,xcount=1,ycount=1
texture:id=cracked_scarlet_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/cracked_scarlet_long_bricks.png,xcount=1,ycount=1
texture:id=cracked_scarlet_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/cracked_scarlet_short_bricks.png,xcount=1,ycount=1
texture:id=mossy_scarlet_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/mossy_scarlet_bricks.png,xcount=1,ycount=1
texture:id=mossy_scarlet_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/mossy_scarlet_brick_tiles.png,xcount=1,ycount=1
texture:id=mossy_scarlet_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/mossy_scarlet_long_bricks.png,xcount=1,ycount=1
texture:id=mossy_scarlet_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/scarlet/mossy_scarlet_short_bricks.png,xcount=1,ycount=1
texture:id=blue_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/blue_bricks.png,xcount=1,ycount=1
texture:id=blue_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/blue/blue_brick_tiles.png,xcount=1,ycount=1
texture:id=blue_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/blue_long_bricks.png,xcount=1,ycount=1
texture:id=blue_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/blue_short_bricks.png,xcount=1,ycount=1
texture:id=cracked_blue_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/cracked_blue_bricks.png,xcount=1,ycount=1
texture:id=cracked_blue_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/blue/cracked_blue_brick_tiles.png,xcount=1,ycount=1
texture:id=cracked_blue_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/cracked_blue_long_bricks.png,xcount=1,ycount=1
texture:id=cracked_blue_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/cracked_blue_short_bricks.png,xcount=1,ycount=1
texture:id=mossy_blue_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/mossy_blue_bricks.png,xcount=1,ycount=1
texture:id=mossy_blue_brick_tiles,filename=assets/createdeco/textures/block/palettes/bricks/blue/mossy_blue_brick_tiles.png,xcount=1,ycount=1
texture:id=mossy_blue_long_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/mossy_blue_long_bricks.png,xcount=1,ycount=1
texture:id=mossy_blue_short_bricks,filename=assets/createdeco/textures/block/palettes/bricks/blue/mossy_blue_short_bricks.png,xcount=1,ycount=1
texture:id=gold_sheet_metal,filename=assets/createdeco/textures/block/palettes/sheet_metal/gold_sheet_metal.png,xcount=1,ycount=1
texture:id=netherite_sheet_metal,filename=assets/createdeco/textures/block/palettes/sheet_metal/netherite_sheet_metal.png,xcount=1,ycount=1
