modname:vbe

texture:id=txt0012,filename=assets/minecraft/textures/blocks/hardened_clay.png,xcount=1,ycount=1
texture:id=txt0133,filename=assets/minecraft/textures/blocks/grass_side.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/minecraft/textures/blocks/gold_block.png,xcount=1,ycount=1
texture:id=txt0099,filename=assets/minecraft/textures/blocks/mycelium_side.png,xcount=1,ycount=1
texture:id=txt0132,filename=assets/minecraft/textures/blocks/grass_top.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/minecraft/textures/blocks/hardened_clay_stained_blue.png,xcount=1,ycount=1
texture:id=txt0135,filename=assets/minecraft/textures/blocks/grass_path_top.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/minecraft/textures/blocks/hardened_clay_stained_black.png,xcount=1,ycount=1
texture:id=txt0134,filename=assets/minecraft/textures/blocks/grass_side_overlay.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/minecraft/textures/blocks/hardened_clay_stained_cyan.png,xcount=1,ycount=1
texture:id=txt0137,filename=assets/minecraft/textures/blocks/stone.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/minecraft/textures/blocks/hardened_clay_stained_brown.png,xcount=1,ycount=1
texture:id=txt0136,filename=assets/minecraft/textures/blocks/grass_path_side.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/minecraft/textures/blocks/hardened_clay_stained_green.png,xcount=1,ycount=1
texture:id=txt0139,filename=assets/minecraft/textures/blocks/end_bricks.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/minecraft/textures/blocks/hardened_clay_stained_gray.png,xcount=1,ycount=1
texture:id=txt0138,filename=assets/minecraft/textures/blocks/brick.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/minecraft/textures/blocks/hardened_clay_stained_light_blue.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/minecraft/textures/blocks/glass_red.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/minecraft/textures/blocks/glass_white.png,xcount=1,ycount=1
